classe,residenza,mercato,periodo,kwh,f1,f2,f3,anno
potenza_impegnata>6,Residente,Tutti,02,534,0.3444,0.2861,0.3695,2024
potenza_impegnata>6,Tutti,Tutti,02,558,0.3545,0.2798,0.3658,2024
0<potenza_impegnata<=1.5,Non Residente,Maggior Tutela,01,32,0.3165,0.26,0.4235,2024
0<potenza_impegnata<=1.5,Residente,Maggior Tutela,01,70,0.3265,0.2689,0.4046,2024
0<potenza_impegnata<=1.5,Tutti,Maggior Tutela,01,55,0.3242,0.2668,0.409,2024
1.5<potenza_impegnata<=3,Non Residente,Maggior Tutela,01,101,0.3283,0.2822,0.3895,2024
1.5<potenza_impegnata<=3,Residente,Maggior Tutela,01,137,0.3309,0.2834,0.3857,2024
1.5<potenza_impegnata<=3,Tutti,Maggior Tutela,01,133,0.3306,0.2833,0.3861,2024
3<potenza_impegnata<=4.5,Non Residente,Maggior Tutela,01,186,0.3401,0.2751,0.3848,2024
3<potenza_impegnata<=4.5,Residente,Maggior Tutela,01,231,0.3947,0.2607,0.3446,2024
3<potenza_impegnata<=4.5,Tutti,Maggior Tutela,01,226,0.3898,0.262,0.3482,2024
4.5<potenza_impegnata<=6,Non Residente,Maggior Tutela,01,257,0.3432,0.259,0.3978,2024
4.5<potenza_impegnata<=6,Residente,Maggior Tutela,01,294,0.3372,0.2767,0.3861,2024
4.5<potenza_impegnata<=6,Tutti,Maggior Tutela,01,289,0.338,0.2743,0.3877,2024
potenza_impegnata>6,Non Residente,Maggior Tutela,01,646,0.3674,0.2323,0.4003,2024
potenza_impegnata>6,Residente,Maggior Tutela,01,637,0.3452,0.2532,0.4016,2024
potenza_impegnata>6,Tutti,Maggior Tutela,01,639,0.3507,0.248,0.4013,2024
0<potenza_impegnata<=1.5,Non Residente,Mercato Libero,01,39,0.3643,0.256,0.3797,2024
0<potenza_impegnata<=1.5,Residente,Mercato Libero,01,77,0.3365,0.2606,0.4029,2024
0<potenza_impegnata<=1.5,Tutti,Mercato Libero,01,56,0.3451,0.2591,0.3958,2024
1.5<potenza_impegnata<=3,Non Residente,Mercato Libero,01,117,0.3292,0.2847,0.3861,2024
1.5<potenza_impegnata<=3,Residente,Mercato Libero,01,158,0.3313,0.2971,0.3716,2024
1.5<potenza_impegnata<=3,Tutti,Mercato Libero,01,152,0.3311,0.2953,0.3736,2024
3<potenza_impegnata<=4.5,Non Residente,Mercato Libero,01,205,0.3085,0.3359,0.3556,2024
3<potenza_impegnata<=4.5,Residente,Mercato Libero,01,243,0.3305,0.2905,0.379,2024
3<potenza_impegnata<=4.5,Tutti,Mercato Libero,01,237,0.3265,0.2987,0.3748,2024
4.5<potenza_impegnata<=6,Non Residente,Mercato Libero,01,281,0.3446,0.2647,0.3907,2024
4.5<potenza_impegnata<=6,Residente,Mercato Libero,01,340,0.3319,0.2771,0.391,2024
4.5<potenza_impegnata<=6,Tutti,Mercato Libero,01,329,0.3342,0.2748,0.391,2024
potenza_impegnata>6,Non Residente,Mercato Libero,01,880,0.3642,0.236,0.3998,2024
potenza_impegnata>6,Residente,Mercato Libero,01,752,0.3358,0.2501,0.4141,2024
potenza_impegnata>6,Tutti,Mercato Libero,01,787,0.3449,0.2455,0.4095,2024
0<potenza_impegnata<=1.5,Non Residente,Tutti,01,37,0.3524,0.257,0.3906,2024
0<potenza_impegnata<=1.5,Residente,Tutti,01,74,0.3332,0.2633,0.4035,2024
0<potenza_impegnata<=1.5,Tutti,Tutti,01,56,0.3387,0.2615,0.3998,2024
1.5<potenza_impegnata<=3,Non Residente,Tutti,01,114,0.3291,0.2843,0.3866,2024
1.5<potenza_impegnata<=3,Residente,Tutti,01,152,0.3312,0.2942,0.3746,2024
1.5<potenza_impegnata<=3,Tutti,Tutti,01,147,0.331,0.2929,0.3761,2024
3<potenza_impegnata<=4.5,Non Residente,Tutti,01,203,0.311,0.331,0.358,2024
3<potenza_impegnata<=4.5,Residente,Tutti,01,241,0.3411,0.2856,0.3733,2024
3<potenza_impegnata<=4.5,Tutti,Tutti,01,235,0.336,0.2931,0.3708,2024
4.5<potenza_impegnata<=6,Non Residente,Tutti,01,278,0.3444,0.264,0.3916,2024
4.5<potenza_impegnata<=6,Residente,Tutti,01,331,0.3328,0.277,0.3902,2024
4.5<potenza_impegnata<=6,Tutti,Tutti,01,322,0.3348,0.2747,0.3904,2024
potenza_impegnata>6,Non Residente,Tutti,01,838,0.3647,0.2355,0.3998,2024
potenza_impegnata>6,Residente,Tutti,01,725,0.3375,0.2507,0.4118,2024
potenza_impegnata>6,Tutti,Tutti,01,754,0.3459,0.246,0.4081,2024
0<potenza_impegnata<=1.5,Non Residente,Maggior Tutela,06,25,0.2729,0.2881,0.4389,2024
0<potenza_impegnata<=1.5,Residente,Maggior Tutela,06,54,0.2956,0.3008,0.4036,2024
0<potenza_impegnata<=1.5,Tutti,Maggior Tutela,06,43,0.2906,0.2976,0.4118,2024
1.5<potenza_impegnata<=3,Non Residente,Maggior Tutela,06,84,0.3024,0.3058,0.3918,2024
1.5<potenza_impegnata<=3,Residente,Maggior Tutela,06,112,0.2985,0.3131,0.3884,2024
1.5<potenza_impegnata<=3,Tutti,Maggior Tutela,06,109,0.2989,0.3124,0.3887,2024
3<potenza_impegnata<=4.5,Non Residente,Maggior Tutela,06,146,0.3114,0.3026,0.386,2024
3<potenza_impegnata<=4.5,Residente,Maggior Tutela,06,177,0.3015,0.317,0.3815,2024
3<potenza_impegnata<=4.5,Tutti,Maggior Tutela,06,174,0.3025,0.3155,0.382,2024
4.5<potenza_impegnata<=6,Non Residente,Maggior Tutela,06,523,0.3227,0.2902,0.3871,2024
4.5<potenza_impegnata<=6,Residente,Maggior Tutela,06,213,0.3093,0.3079,0.3828,2024
4.5<potenza_impegnata<=6,Tutti,Maggior Tutela,06,255,0.3112,0.3054,0.3834,2024
potenza_impegnata>6,Non Residente,Maggior Tutela,06,503,0.3557,0.2648,0.3795,2024
potenza_impegnata>6,Residente,Maggior Tutela,06,483,0.3168,0.2847,0.3985,2024
potenza_impegnata>6,Tutti,Maggior Tutela,06,487,0.3278,0.2791,0.3931,2024
0<potenza_impegnata<=1.5,Non Residente,Mercato Libero,06,26,0.31,0.2794,0.4107,2024
0<potenza_impegnata<=1.5,Residente,Mercato Libero,06,58,0.2956,0.2972,0.4072,2024
0<potenza_impegnata<=1.5,Tutti,Mercato Libero,06,39,0.2992,0.2929,0.4079,2024
1.5<potenza_impegnata<=3,Non Residente,Mercato Libero,06,94,0.3012,0.3106,0.3882,2024
1.5<potenza_impegnata<=3,Residente,Mercato Libero,06,123,0.2949,0.3129,0.3922,2024
1.5<potenza_impegnata<=3,Tutti,Mercato Libero,06,118,0.2959,0.3125,0.3915,2024
3<potenza_impegnata<=4.5,Non Residente,Mercato Libero,06,150,0.3093,0.3119,0.3788,2024
3<potenza_impegnata<=4.5,Residente,Mercato Libero,06,188,0.3048,0.3248,0.3705,2024
3<potenza_impegnata<=4.5,Tutti,Mercato Libero,06,182,0.3055,0.3227,0.3718,2024
4.5<potenza_impegnata<=6,Non Residente,Mercato Libero,06,192,0.32,0.3017,0.3783,2024
4.5<potenza_impegnata<=6,Residente,Mercato Libero,06,219,0.3058,0.3117,0.3825,2024
4.5<potenza_impegnata<=6,Tutti,Mercato Libero,06,214,0.3086,0.3098,0.3817,2024
potenza_impegnata>6,Non Residente,Mercato Libero,06,654,0.3434,0.2718,0.3848,2024
potenza_impegnata>6,Residente,Mercato Libero,06,477,0.3174,0.286,0.3966,2024
potenza_impegnata>6,Tutti,Mercato Libero,06,524,0.3261,0.2813,0.3925,2024
0<potenza_impegnata<=1.5,Non Residente,Tutti,06,25,0.2986,0.2821,0.4193,2024
0<potenza_impegnata<=1.5,Residente,Tutti,06,56,0.2956,0.2984,0.406,2024
0<potenza_impegnata<=1.5,Tutti,Tutti,06,40,0.2965,0.2944,0.4092,2024
1.5<potenza_impegnata<=3,Non Residente,Tutti,06,93,0.3014,0.31,0.3886,2024
1.5<potenza_impegnata<=3,Residente,Tutti,06,120,0.2956,0.3129,0.3915,2024
1.5<potenza_impegnata<=3,Tutti,Tutti,06,116,0.2965,0.3125,0.391,2024
3<potenza_impegnata<=4.5,Non Residente,Tutti,06,149,0.3095,0.3112,0.3793,2024
3<potenza_impegnata<=4.5,Residente,Tutti,06,187,0.3044,0.3238,0.3718,2024
3<potenza_impegnata<=4.5,Tutti,Tutti,06,181,0.3052,0.3219,0.373,2024
4.5<potenza_impegnata<=6,Non Residente,Tutti,06,235,0.3203,0.3003,0.3793,2024
4.5<potenza_impegnata<=6,Residente,Tutti,06,218,0.3064,0.3111,0.3825,2024
4.5<potenza_impegnata<=6,Tutti,Tutti,06,220,0.309,0.3091,0.3819,2024
potenza_impegnata>6,Non Residente,Tutti,06,630,0.3453,0.2707,0.384,2024
potenza_impegnata>6,Residente,Tutti,06,478,0.3173,0.2858,0.3969,2024
potenza_impegnata>6,Tutti,Tutti,06,516,0.3264,0.2809,0.3926,2024
0<potenza_impegnata<=1.5,Non Residente,Maggior Tutela,07,29,0.3037,0.2645,0.4318,2024
0<potenza_impegnata<=1.5,Residente,Maggior Tutela,07,72,0.3426,0.2726,0.3848,2024
0<potenza_impegnata<=1.5,Tutti,Maggior Tutela,07,56,0.3357,0.2711,0.3932,2024
1.5<potenza_impegnata<=3,Non Residente,Maggior Tutela,07,107,0.3305,0.2792,0.3903,2024
1.5<potenza_impegnata<=3,Residente,Maggior Tutela,07,148,0.3411,0.286,0.3728,2024
1.5<potenza_impegnata<=3,Tutti,Maggior Tutela,07,146,0.3406,0.2857,0.3738,2024
3<potenza_impegnata<=4.5,Non Residente,Maggior Tutela,07,194,0.3475,0.2823,0.3702,2024
3<potenza_impegnata<=4.5,Residente,Maggior Tutela,07,240,0.3541,0.2878,0.3581,2024
3<potenza_impegnata<=4.5,Tutti,Maggior Tutela,07,235,0.3534,0.2873,0.3593,2024
4.5<potenza_impegnata<=6,Non Residente,Maggior Tutela,07,273,0.3762,0.2659,0.358,2024
4.5<potenza_impegnata<=6,Residente,Maggior Tutela,07,290,0.362,0.2844,0.3537,2024
4.5<potenza_impegnata<=6,Tutti,Maggior Tutela,07,287,0.3647,0.2808,0.3545,2024
potenza_impegnata>6,Non Residente,Maggior Tutela,07,814,0.3734,0.2519,0.3747,2024
potenza_impegnata>6,Residente,Maggior Tutela,07,632,0.3738,0.2641,0.362,2024
potenza_impegnata>6,Tutti,Maggior Tutela,07,680,0.3736,0.259,0.3674,2024
0<potenza_impegnata<=1.5,Non Residente,Mercato Libero,07,36,0.3466,0.2558,0.3976,2024
0<potenza_impegnata<=1.5,Residente,Mercato Libero,07,76,0.3257,0.2748,0.3996,2024
0<potenza_impegnata<=1.5,Tutti,Mercato Libero,07,53,0.3311,0.27,0.3989,2024
1.5<potenza_impegnata<=3,Non Residente,Mercato Libero,07,130,0.3222,0.2842,0.3936,2024
1.5<potenza_impegnata<=3,Residente,Mercato Libero,07,177,0.3235,0.2916,0.385,2024
1.5<potenza_impegnata<=3,Tutti,Mercato Libero,07,170,0.3233,0.2903,0.3863,2024
3<potenza_impegnata<=4.5,Non Residente,Mercato Libero,07,207,0.3351,0.2902,0.3747,2024
3<potenza_impegnata<=4.5,Residente,Mercato Libero,07,272,0.3332,0.3015,0.3654,2024
3<potenza_impegnata<=4.5,Tutti,Mercato Libero,07,261,0.3336,0.2995,0.3669,2024
4.5<potenza_impegnata<=6,Non Residente,Mercato Libero,07,270,0.3491,0.278,0.3729,2024
4.5<potenza_impegnata<=6,Residente,Mercato Libero,07,321,0.3363,0.2899,0.3738,2024
4.5<potenza_impegnata<=6,Tutti,Mercato Libero,07,311,0.3388,0.2876,0.3735,2024
potenza_impegnata>6,Non Residente,Mercato Libero,07,861,0.3817,0.2533,0.365,2024
potenza_impegnata>6,Residente,Mercato Libero,07,709,0.3498,0.2715,0.3787,2024
potenza_impegnata>6,Tutti,Mercato Libero,07,748,0.36,0.2658,0.3741,2024
0<potenza_impegnata<=1.5,Non Residente,Servizio a tutele graduali domestici non vulnerabili,07,28,0.3132,0.2522,0.4345,2024
0<potenza_impegnata<=1.5,Residente,Servizio a tutele graduali domestici non vulnerabili,07,71,0.2757,0.2904,0.4339,2024
0<potenza_impegnata<=1.5,Tutti,Servizio a tutele graduali domestici non vulnerabili,07,52,0.2841,0.2762,0.4397,2024
1.5<potenza_impegnata<=3,Non Residente,Servizio a tutele graduali domestici non vulnerabili,07,116,0.3203,0.2875,0.3923,2024
1.5<potenza_impegnata<=3,Residente,Servizio a tutele graduali domestici non vulnerabili,07,171,0.3128,0.2942,0.3931,2024
1.5<potenza_impegnata<=3,Tutti,Servizio a tutele graduali domestici non vulnerabili,07,165,0.3136,0.2934,0.393,2024
3<potenza_impegnata<=4.5,Non Residente,Servizio a tutele graduali domestici non vulnerabili,07,205,0.341,0.2768,0.3822,2024
3<potenza_impegnata<=4.5,Residente,Servizio a tutele graduali domestici non vulnerabili,07,274,0.3243,0.2951,0.3806,2024
3<potenza_impegnata<=4.5,Tutti,Servizio a tutele graduali domestici non vulnerabili,07,267,0.3261,0.2931,0.3808,2024
4.5<potenza_impegnata<=6,Non Residente,Servizio a tutele graduali domestici non vulnerabili,07,255,0.356,0.2768,0.3673,2024
4.5<potenza_impegnata<=6,Residente,Servizio a tutele graduali domestici non vulnerabili,07,329,0.3365,0.288,0.3755,2024
4.5<potenza_impegnata<=6,Tutti,Servizio a tutele graduali domestici non vulnerabili,07,319,0.3386,0.2868,0.3746,2024
potenza_impegnata>6,Non Residente,Servizio a tutele graduali domestici non vulnerabili,07,649,0.403,0.2342,0.3627,2024
potenza_impegnata>6,Residente,Servizio a tutele graduali domestici non vulnerabili,07,728,0.3516,0.2684,0.38,2024
potenza_impegnata>6,Tutti,Servizio a tutele graduali domestici non vulnerabili,07,713,0.3624,0.2612,0.3764,2024
0<potenza_impegnata<=1.5,Non Residente,Tutti,07,34,0.335,0.2566,0.4084,2024
0<potenza_impegnata<=1.5,Residente,Tutti,07,75,0.3248,0.2757,0.3994,2024
0<potenza_impegnata<=1.5,Tutti,Tutti,07,54,0.3269,0.2709,0.4022,2024
1.5<potenza_impegnata<=3,Non Residente,Tutti,07,128,0.3223,0.2843,0.3934,2024
1.5<potenza_impegnata<=3,Residente,Tutti,07,173,0.3238,0.2914,0.3848,2024
1.5<potenza_impegnata<=3,Tutti,Tutti,07,167,0.3236,0.2903,0.3861,2024
3<potenza_impegnata<=4.5,Non Residente,Tutti,07,207,0.3357,0.2893,0.3751,2024
3<potenza_impegnata<=4.5,Residente,Tutti,07,271,0.333,0.3005,0.3665,2024
3<potenza_impegnata<=4.5,Tutti,Tutti,07,261,0.3335,0.2987,0.3679,2024
4.5<potenza_impegnata<=6,Non Residente,Tutti,07,268,0.3507,0.2774,0.3719,2024
4.5<potenza_impegnata<=6,Residente,Tutti,07,320,0.3373,0.2895,0.3733,2024
4.5<potenza_impegnata<=6,Tutti,Tutti,07,311,0.3398,0.2873,0.3729,2024
potenza_impegnata>6,Non Residente,Tutti,07,838,0.3827,0.2516,0.3657,2024
potenza_impegnata>6,Residente,Tutti,07,707,0.3514,0.2706,0.378,2024
potenza_impegnata>6,Tutti,Tutti,07,739,0.3612,0.2648,0.374,2024
0<potenza_impegnata<=1.5,Non Residente,Maggior Tutela,05,27,0.3097,0.2711,0.4192,2024
0<potenza_impegnata<=1.5,Residente,Maggior Tutela,05,56,0.3165,0.2912,0.3923,2024
0<potenza_impegnata<=1.5,Tutti,Maggior Tutela,05,45,0.3144,0.2865,0.399,2024
1.5<potenza_impegnata<=3,Non Residente,Maggior Tutela,05,84,0.324,0.3007,0.3753,2024
1.5<potenza_impegnata<=3,Residente,Maggior Tutela,05,113,0.3222,0.3053,0.3725,2024
1.5<potenza_impegnata<=3,Tutti,Maggior Tutela,05,110,0.3224,0.3049,0.3727,2024
3<potenza_impegnata<=4.5,Non Residente,Maggior Tutela,05,146,0.3319,0.2973,0.3709,2024
3<potenza_impegnata<=4.5,Residente,Maggior Tutela,05,182,0.3255,0.3116,0.3629,2024
3<potenza_impegnata<=4.5,Tutti,Maggior Tutela,05,178,0.3261,0.3102,0.3637,2024
4.5<potenza_impegnata<=6,Non Residente,Maggior Tutela,05,185,0.3453,0.2839,0.3708,2024
4.5<potenza_impegnata<=6,Residente,Maggior Tutela,05,218,0.334,0.2996,0.3664,2024
4.5<potenza_impegnata<=6,Tutti,Maggior Tutela,05,213,0.3355,0.2975,0.3669,2024
potenza_impegnata>6,Non Residente,Maggior Tutela,05,460,0.3837,0.2526,0.3636,2024
potenza_impegnata>6,Residente,Maggior Tutela,05,435,0.3505,0.2681,0.3814,2024
potenza_impegnata>6,Tutti,Maggior Tutela,05,440,0.3592,0.2641,0.3767,2024
0<potenza_impegnata<=1.5,Non Residente,Mercato Libero,05,26,0.3359,0.2683,0.3958,2024
0<potenza_impegnata<=1.5,Residente,Mercato Libero,05,61,0.3197,0.2864,0.3939,2024
0<potenza_impegnata<=1.5,Tutti,Mercato Libero,05,41,0.3238,0.282,0.3942,2024
1.5<potenza_impegnata<=3,Non Residente,Mercato Libero,05,97,0.3159,0.2981,0.386,2024
1.5<potenza_impegnata<=3,Residente,Mercato Libero,05,126,0.3224,0.3097,0.3679,2024
1.5<potenza_impegnata<=3,Tutti,Mercato Libero,05,121,0.3214,0.3078,0.3708,2024
3<potenza_impegnata<=4.5,Non Residente,Mercato Libero,05,152,0.3301,0.3081,0.3618,2024
3<potenza_impegnata<=4.5,Residente,Mercato Libero,05,195,0.3271,0.3169,0.3559,2024
3<potenza_impegnata<=4.5,Tutti,Mercato Libero,05,188,0.3276,0.3155,0.357,2024
4.5<potenza_impegnata<=6,Non Residente,Mercato Libero,05,193,0.3457,0.2922,0.3621,2024
4.5<potenza_impegnata<=6,Residente,Mercato Libero,05,226,0.3299,0.303,0.3671,2024
4.5<potenza_impegnata<=6,Tutti,Mercato Libero,05,220,0.3329,0.301,0.3661,2024
potenza_impegnata>6,Non Residente,Mercato Libero,05,617,0.3686,0.2554,0.376,2024
potenza_impegnata>6,Residente,Mercato Libero,05,454,0.3431,0.2743,0.3826,2024
potenza_impegnata>6,Tutti,Mercato Libero,05,498,0.3519,0.2679,0.3802,2024
0<potenza_impegnata<=1.5,Non Residente,Tutti,05,26,0.3277,0.2692,0.4031,2024
0<potenza_impegnata<=1.5,Residente,Tutti,05,59,0.3186,0.2881,0.3933,2024
0<potenza_impegnata<=1.5,Tutti,Tutti,05,42,0.3207,0.2835,0.3958,2024
1.5<potenza_impegnata<=3,Non Residente,Tutti,05,95,0.3169,0.2984,0.3848,2024
1.5<potenza_impegnata<=3,Residente,Tutti,05,123,0.3224,0.3088,0.3689,2024
1.5<potenza_impegnata<=3,Tutti,Tutti,05,119,0.3216,0.3072,0.3712,2024
3<potenza_impegnata<=4.5,Non Residente,Tutti,05,152,0.3302,0.3073,0.3625,2024
3<potenza_impegnata<=4.5,Residente,Tutti,05,193,0.3269,0.3163,0.3568,2024
3<potenza_impegnata<=4.5,Tutti,Tutti,05,186,0.3274,0.3149,0.3577,2024
4.5<potenza_impegnata<=6,Non Residente,Tutti,05,192,0.3456,0.2912,0.3632,2024
4.5<potenza_impegnata<=6,Residente,Tutti,05,225,0.3306,0.3024,0.367,2024
4.5<potenza_impegnata<=6,Tutti,Tutti,05,219,0.3333,0.3004,0.3663,2024
potenza_impegnata>6,Non Residente,Tutti,05,592,0.3708,0.255,0.3743,2024
potenza_impegnata>6,Residente,Tutti,05,450,0.3445,0.2731,0.3824,2024
potenza_impegnata>6,Tutti,Tutti,05,486,0.3532,0.2673,0.3796,2024
0<potenza_impegnata<=1.5,Non Residente,Maggior Tutela,03,39,0.2908,0.3139,0.3953,2024
0<potenza_impegnata<=1.5,Residente,Maggior Tutela,03,57,0.3049,0.3104,0.3846,2024
0<potenza_impegnata<=1.5,Tutti,Maggior Tutela,03,51,0.2999,0.3117,0.3884,2024
1.5<potenza_impegnata<=3,Non Residente,Maggior Tutela,03,89,0.3094,0.3207,0.3699,2024
1.5<potenza_impegnata<=3,Residente,Maggior Tutela,03,124,0.3043,0.3267,0.369,2024
1.5<potenza_impegnata<=3,Tutti,Maggior Tutela,03,121,0.3047,0.3262,0.3691,2024
3<potenza_impegnata<=4.5,Non Residente,Maggior Tutela,03,160,0.3185,0.3182,0.3633,2024
3<potenza_impegnata<=4.5,Residente,Maggior Tutela,03,200,0.3075,0.3339,0.3586,2024
3<potenza_impegnata<=4.5,Tutti,Maggior Tutela,03,196,0.3086,0.3324,0.359,2024
4.5<potenza_impegnata<=6,Non Residente,Maggior Tutela,03,211,0.3243,0.3018,0.3739,2024
4.5<potenza_impegnata<=6,Residente,Maggior Tutela,03,248,0.3147,0.3224,0.3629,2024
4.5<potenza_impegnata<=6,Tutti,Maggior Tutela,03,243,0.3159,0.3196,0.3644,2024
potenza_impegnata>6,Non Residente,Maggior Tutela,03,517,0.3651,0.2681,0.3668,2024
potenza_impegnata>6,Residente,Maggior Tutela,03,507,0.3207,0.2946,0.3847,2024
potenza_impegnata>6,Tutti,Maggior Tutela,03,509,0.3325,0.2876,0.38,2024
0<potenza_impegnata<=1.5,Non Residente,Mercato Libero,03,32,0.318,0.2881,0.3939,2024
0<potenza_impegnata<=1.5,Residente,Mercato Libero,03,64,0.3118,0.3053,0.3828,2024
0<potenza_impegnata<=1.5,Tutti,Mercato Libero,03,46,0.3138,0.3001,0.3861,2024
1.5<potenza_impegnata<=3,Non Residente,Mercato Libero,03,105,0.3103,0.3241,0.3656,2024
1.5<potenza_impegnata<=3,Residente,Mercato Libero,03,139,0.301,0.3228,0.3762,2024
1.5<potenza_impegnata<=3,Tutti,Mercato Libero,03,134,0.3025,0.323,0.3746,2024
3<potenza_impegnata<=4.5,Non Residente,Mercato Libero,03,172,0.3159,0.3236,0.3605,2024
3<potenza_impegnata<=4.5,Residente,Mercato Libero,03,218,0.3093,0.3383,0.3524,2024
3<potenza_impegnata<=4.5,Tutti,Mercato Libero,03,211,0.3103,0.336,0.3538,2024
4.5<potenza_impegnata<=6,Non Residente,Mercato Libero,03,225,0.3259,0.3089,0.3653,2024
4.5<potenza_impegnata<=6,Residente,Mercato Libero,03,272,0.3084,0.3243,0.3673,2024
4.5<potenza_impegnata<=6,Tutti,Mercato Libero,03,263,0.3116,0.3214,0.367,2024
potenza_impegnata>6,Non Residente,Mercato Libero,03,723,0.3461,0.2768,0.3771,2024
potenza_impegnata>6,Residente,Mercato Libero,03,573,0.3147,0.2938,0.3915,2024
potenza_impegnata>6,Tutti,Mercato Libero,03,612,0.3249,0.2882,0.3869,2024
0<potenza_impegnata<=1.5,Non Residente,Tutti,03,33,0.3067,0.2988,0.3945,2024
0<potenza_impegnata<=1.5,Residente,Tutti,03,62,0.3094,0.3071,0.3835,2024
0<potenza_impegnata<=1.5,Tutti,Tutti,03,47,0.3087,0.3044,0.387,2024
1.5<potenza_impegnata<=3,Non Residente,Tutti,03,102,0.3102,0.3237,0.3661,2024
1.5<potenza_impegnata<=3,Residente,Tutti,03,135,0.3017,0.3236,0.3746,2024
1.5<potenza_impegnata<=3,Tutti,Tutti,03,131,0.3029,0.3236,0.3735,2024
3<potenza_impegnata<=4.5,Non Residente,Tutti,03,171,0.3161,0.3232,0.3607,2024
3<potenza_impegnata<=4.5,Residente,Tutti,03,216,0.309,0.3377,0.3532,2024
3<potenza_impegnata<=4.5,Tutti,Tutti,03,209,0.3101,0.3355,0.3544,2024
4.5<potenza_impegnata<=6,Non Residente,Tutti,03,223,0.3257,0.308,0.3664,2024
4.5<potenza_impegnata<=6,Residente,Tutti,03,267,0.3094,0.324,0.3666,2024
4.5<potenza_impegnata<=6,Tutti,Tutti,03,260,0.3123,0.3211,0.3666,2024
potenza_impegnata>6,Non Residente,Tutti,03,687,0.3488,0.2756,0.3756,2024
potenza_impegnata>6,Residente,Tutti,03,558,0.3158,0.2939,0.3903,2024
potenza_impegnata>6,Tutti,Tutti,03,590,0.3262,0.2881,0.3857,2024
0<potenza_impegnata<=1.5,Non Residente,Maggior Tutela,11,32,0.2635,0.3024,0.4341,2024
0<potenza_impegnata<=1.5,Residente,Maggior Tutela,11,62,0.3207,0.2939,0.3854,2024
0<potenza_impegnata<=1.5,Tutti,Maggior Tutela,11,51,0.3117,0.2952,0.3931,2024
1.5<potenza_impegnata<=3,Non Residente,Maggior Tutela,11,93,0.3261,0.3105,0.3634,2024
1.5<potenza_impegnata<=3,Residente,Maggior Tutela,11,118,0.323,0.3149,0.3622,2024
1.5<potenza_impegnata<=3,Tutti,Maggior Tutela,11,116,0.3232,0.3146,0.3622,2024
3<potenza_impegnata<=4.5,Non Residente,Maggior Tutela,11,172,0.3584,0.2984,0.3432,2024
3<potenza_impegnata<=4.5,Residente,Maggior Tutela,11,198,0.3359,0.3158,0.3482,2024
3<potenza_impegnata<=4.5,Tutti,Maggior Tutela,11,195,0.3385,0.3139,0.3476,2024
4.5<potenza_impegnata<=6,Non Residente,Maggior Tutela,11,238,0.3453,0.3006,0.3541,2024
4.5<potenza_impegnata<=6,Residente,Maggior Tutela,11,258,0.3408,0.3047,0.3545,2024
4.5<potenza_impegnata<=6,Tutti,Maggior Tutela,11,255,0.3417,0.3039,0.3544,2024
potenza_impegnata>6,Non Residente,Maggior Tutela,11,644,0.3536,0.2753,0.371,2024
potenza_impegnata>6,Residente,Maggior Tutela,11,518,0.3332,0.2984,0.3684,2024
potenza_impegnata>6,Tutti,Maggior Tutela,11,549,0.3423,0.2881,0.3695,2024
0<potenza_impegnata<=1.5,Non Residente,Mercato Libero,11,33,0.3413,0.2748,0.3839,2024
0<potenza_impegnata<=1.5,Residente,Mercato Libero,11,63,0.3064,0.3072,0.3865,2024
0<potenza_impegnata<=1.5,Tutti,Mercato Libero,11,45,0.3162,0.2981,0.3857,2024
1.5<potenza_impegnata<=3,Non Residente,Mercato Libero,11,111,0.3106,0.3253,0.3641,2024
1.5<potenza_impegnata<=3,Residente,Mercato Libero,11,142,0.309,0.3294,0.3616,2024
1.5<potenza_impegnata<=3,Tutti,Mercato Libero,11,137,0.3094,0.3286,0.362,2024
3<potenza_impegnata<=4.5,Non Residente,Mercato Libero,11,186,0.3161,0.3241,0.3598,2024
3<potenza_impegnata<=4.5,Residente,Mercato Libero,11,225,0.3116,0.337,0.3514,2024
3<potenza_impegnata<=4.5,Tutti,Mercato Libero,11,219,0.3126,0.3343,0.3531,2024
4.5<potenza_impegnata<=6,Non Residente,Mercato Libero,11,302,0.3338,0.3074,0.3587,2024
4.5<potenza_impegnata<=6,Residente,Mercato Libero,11,307,0.3181,0.3225,0.3594,2024
4.5<potenza_impegnata<=6,Tutti,Mercato Libero,11,306,0.3214,0.3193,0.3592,2024
potenza_impegnata>6,Non Residente,Mercato Libero,11,802,0.3563,0.2776,0.3661,2024
potenza_impegnata>6,Residente,Mercato Libero,11,668,0.3342,0.295,0.3708,2024
potenza_impegnata>6,Tutti,Mercato Libero,11,704,0.3411,0.2896,0.3693,2024
0<potenza_impegnata<=1.5,Non Residente,Servizio a tutele graduali domestici non vulnerabili,11,31,0.3096,0.2611,0.4293,2024
0<potenza_impegnata<=1.5,Residente,Servizio a tutele graduali domestici non vulnerabili,11,58,0.2861,0.3178,0.3961,2024
0<potenza_impegnata<=1.5,Tutti,Servizio a tutele graduali domestici non vulnerabili,11,46,0.293,0.3013,0.4058,2024
1.5<potenza_impegnata<=3,Non Residente,Servizio a tutele graduali domestici non vulnerabili,11,96,0.3041,0.3235,0.3725,2024
1.5<potenza_impegnata<=3,Residente,Servizio a tutele graduali domestici non vulnerabili,11,136,0.2984,0.3315,0.3701,2024
1.5<potenza_impegnata<=3,Tutti,Servizio a tutele graduali domestici non vulnerabili,11,131,0.2991,0.3305,0.3704,2024
